Date,Time,Latitude,Longitude,Cell ID,Carrier RSSI Antenna Port 0,Carrier RSSI Antenna Port 1,Carrier RSSI Antenna Port 2,Carrier RSSI Antenna Port 3,DwPTS Symbol,UL/DL Config,Sync Signal - Timeoffset,Primary Sync Channel Received Power,Primary Sync Channel Received Quality,Secondary Sync Channel Received Power,Secondary Sync Channel Received Quality,Sync Channel - CINR,Ref Signal - Timeoffset,Ref Signal - Delay Spread,Ref Signal - Received Power,Ref Signal - Received Quality,Ref Signal - CINR,PBCH-Received Power,PBCH-Received Quality,PBCH-CINR,PBCH-Block Error Rate,MIB Decoded Number Of Antenna Ports,dl-Bandwidth,phich-Duration,phich-Resource,systemFrameNumber,schedulingInfo,LTE-M,cellIdentity,mnc,mcc,cellReservedForOperatorUse,trackingAreaCode,cellBarred,intraFreqReselection,csg-Indication,csg-Identity,q-RxLevMinOffset,freqBandIndicator,specialSubframePatterns,Loop Count,Absolute Time Stamp Date,Absolute Time Stamp Time,NID,Adjusted Ref Signal - Received Power,Antenna Gain,Cable Loss,MIB,SIB1,SI,Rank,Adjusted Ref Signal - Guard Period Power,Special Subframe Config,DwPTS,GP,UpPTS,Channel Style,Bandwidth,DSS,Frequency Offset
07/07/2026,14:19:25:430,38.905220,-77.005392,496,-56.7,,,,,,287014,-82.39,-0.05,-81.77,-0.15,16.05,287012,5,-83.6,-6.87,16.5,-86.19,-0.21,12.94,0,,5,0,2,180,0,No,227951874,260,310,1,20438,1,0,False,,,4,,14,,,165;1,-83.6,0,0,AAD00000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D923C0000,,,,,,,,6,20 MHz,1,
07/07/2026,14:19:25:430,38.905220,-77.005392,193,-56.7,,,,,,287014,-82.65,-0.24,-91.67,-10.01,-0.25,287109,0,-101.36,-24.61,-17.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,14,,,64;1,-101.36,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:21:11:387,38.904368,-77.006567,496,-62.2,,,,,,286979,-89.77,-0.13,-96.81,-5.53,3.46,286998,4,-84.36,-6.64,13.65,-96.76,-3.37,-0.69,2.3E-06,,5,0,2,13,0,No,227951874,260,310,1,20438,1,0,False,,,4,,15,,,165;1,-84.36,0,0,A8340000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D92680000,,,,,,,,6,20 MHz,1,
07/07/2026,14:21:11:387,38.904368,-77.006567,193,-62.2,,,,,,286981,-90.18,-0.34,-92.75,-1.54,6.85,286976,12,-100.55,-22.78,-16.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,15,,,64;1,-100.55,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:22:49:870,38.904274,-77.006733,193,-62.41,,,,,,286964,-86.8,-0.55,-87.25,-0.98,7.14,286962,18,-90.59,-9.24,7.03,-90.8,-0.76,7.13,0,,5,0,2,171,0,No,33510401,260,310,1,20438,1,0,False,,,4,,16,,,64;1,-90.59,0,0,AAAC0000,684C424C14FD61FF540182350C6020610B089860DAB05CFE4A30100E016C9460,,,,,,,,6,20 MHz,1,
07/07/2026,14:22:49:870,38.904274,-77.006733,496,-62.41,,,,,,286967,-86.81,-0.56,-92.04,-5.77,1.26,286990,8,-98.57,-17.22,-8.14,-98.68,-8.28,-7.58,0.2672842,4,5,0,2,171,0,No,,,,,,,,,,,,,16,,,165;1,-98.57,0,0,AAAC0000,,,,,,,,,6,20 MHz,1,
07/07/2026,14:24:36:038,38.903554,-77.007686,496,-58.61,,,,,,286954,-80.24,-0.48,-80.26,-0.81,7.88,286974,1,-81.37,-7,10.3,-82.14,-0.56,8.58,0,,5,0,2,9,0,No,227951874,260,310,1,20438,1,0,False,,,4,,17,,,165;1,-81.37,0,0,A8240000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D92B80000,,,,,,,,6,20 MHz,1,
07/07/2026,14:24:36:038,38.903554,-77.007686,193,-58.61,,,,,,286954,-80.24,-0.48,-85.34,-5.91,1.11,286949,6,-92.21,-17.85,-10.83,-90.37,-8.7,-8.07,0.3606446,,5,0,2,9,0,No,33510401,260,310,1,20438,1,0,False,,,4,,17,,,64;1,-92.21,0,0,A8240000,684C424C14FD61FF540182350C6020610B089860DAB05CFE4A30100E016C95C0,,,,,,,,6,20 MHz,1,
07/07/2026,14:26:08:427,38.904012,-77.007012,496,-69.61,,,,,,286960,-88.24,-0.03,-88.18,-0.04,20.48,286964,4,-90.07,-6.32,22.06,-89.67,-0.02,22.4,0,,5,0,2,15,0,No,227951874,260,310,1,20438,1,0,False,,,4,,18,,,165;1,-90.07,0,0,A83C0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D92DC0000,,,,,,,,6,20 MHz,1,
07/07/2026,14:26:08:427,38.904012,-77.007012,193,-69.61,,,,,,286963,-88.24,-0.03,-98.23,-10.08,0.72,286939,48,-112.69,-28.94,-22.59,0,0,0,0,,,,,,,,,,,,,,,,,,,,18,,,64;1,-112.69,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:27:49:127,38.903734,-77.007307,496,-65.71,,,,,,286960,-88.66,-1.14,-91.4,-4.62,0.66,286950,4,-94.34,-10.97,-0.24,-94.46,-4.1,-1.96,7.62E-05,,5,0,2,228,0,No,227951874,260,310,1,20438,1,0,False,,,4,,19,,,165;1,-94.34,0,0,AB900000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D93000000,,,,,,,,6,20 MHz,1,
07/07/2026,14:27:49:127,38.903734,-77.007307,193,-65.71,,,,,,286959,-88.65,-1.14,-89.29,-2.52,2.78,286927,48,-94.89,-11.52,-1.31,-92.48,-2.06,2.16,0,,5,0,2,228,0,No,33510401,260,310,1,20438,1,0,False,,,4,,19,,,64;1,-94.89,0,0,AB900000,684C424C14FD61FF540182350C6020610B089860DAB05CFE4A30100E016C9800,,,,,,,,6,20 MHz,1,
07/07/2026,14:29:23:338,38.903202,-77.008056,193,-61.41,,,,,,286919,-86.43,-1.45,-86.71,-1.68,3.61,286915,46,-89.93,-10.3,3.13,-89.01,-1.56,3.63,0,,5,0,2,23,0,No,33510401,260,310,1,20438,1,0,False,,,4,,20,,,64;1,-89.93,0,0,A85C0000,684C424C14FD61FF540182350C6020610B089860DAB05CFE4A30100E016C9940,,,,,,,,6,20 MHz,1,
07/07/2026,14:29:23:338,38.903202,-77.008056,496,-61.41,,,,,,286919,-86.43,-1.45,-95.17,-10.14,-1.61,286938,6,-96.97,-17.35,-8.16,-99.85,-12.59,-12.35,0.9660157,,,,,,,,,,,,,,,,,,,,20,,,165;1,-96.97,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:29:23:338,38.903202,-77.008056,194,-61.41,,,,,,286918,-91.55,-6.56,-90.39,-5.37,-4.65,286917,13,-101.5,-21.87,-6.18,-93.28,-3.27,-0.51,0,,5,0,2,23,0,No,33510402,260,310,1,20438,1,0,False,,,4,,20,,,64;2,-101.5,0,0,A85C0000,684C424C14FD61FF540282350C6020610B089860DC305CFE4A30100E016C9940,,,,,,,,6,20 MHz,1,
07/07/2026,14:31:10:215,38.903202,-77.008003,193,-64.61,,,,,,286931,-91.5,-1.99,-94.68,-5.93,-1.28,286903,48,-93.05,-9.76,3.81,-95.6,-3.13,-0.23,0,,5,0,2,135,0,No,33510401,260,310,1,20438,1,0,False,,,4,,21,,,64;1,-93.05,0,0,AA1C0000,684C424C14FD61FF540182350C6020610B089860DAB05CFE4A30100E016C9A80,,,,,,,,6,20 MHz,1,
07/07/2026,14:31:10:215,38.903202,-77.008003,496,-64.61,,,,,,286931,-91.51,-1.99,-91.19,-2.44,1.72,286926,4,-96.97,-13.69,-3.99,-95.91,-3.15,-0.29,0,4,5,0,2,135,0,No,,,,,,,,,,,,,21,,,165;1,-96.97,0,0,AA1C0000,,,,,,,,,6,20 MHz,1,
07/07/2026,14:31:10:215,38.903202,-77.008003,194,-64.61,,,,,,286910,-97.52,-8,-96.9,-8.14,-7.34,286904,16,-106.08,-22.79,-8.44,-97.18,-2.9,0.2,0,4,5,0,2,135,0,No,,,,,,,,,,,,,21,,,64;2,-106.08,0,0,AA1C0000,,,,,,,,,6,20 MHz,1,
07/07/2026,14:32:38:437,38.903406,-77.007770,496,-64.31,,,,,,286910,-87.73,-0.08,-87.39,-0.16,15.35,286914,2,-84.87,-6.25,23.53,-88.74,-0.07,17.7,0,,5,0,2,37,0,No,227951874,260,310,1,20438,1,0,False,,,4,,22,,,165;1,-84.87,0,0,A8940000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D93740000,,,,,,,,6,20 MHz,1,
07/07/2026,14:32:38:437,38.903406,-77.007770,194,-64.31,,,,,,286911,-99.19,-11.54,-98.92,-11.69,-11.31,286897,129,-118.32,-39.7,-18.09,0,0,0,0,,,,,,,,,,,,,,,,,,,,22,,,64;2,-118.32,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:34:24:128,38.903561,-77.007499,496,-75.71,,,,,,286903,-98.8,-0.46,-99.57,-0.75,8.28,286902,2,-98.44,-7.37,9.71,-104.85,-1.18,5.04,0,,5,0,2,119,0,No,227951874,260,310,1,20438,1,0,False,,,4,,23,,,165;1,-98.44,0,0,A9DC0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D939C0000,,,,,,,,6,20 MHz,1,
07/07/2026,14:34:24:128,38.903561,-77.007499,193,-75.71,,,,,,286903,-98.8,-0.46,-107.6,-8.79,0.62,286882,48,-110.57,-19.51,-12.31,-113.59,-10.08,-9.64,0.6798219,,5,0,2,119,0,No,33510401,260,310,1,20438,1,0,False,,,4,,23,,,64;1,-110.57,0,0,A9DC0000,684C424C14FD61FF540182350C6020610B089860DAB05CFE4A30100E016C9CE0,,,,,,,,6,20 MHz,1,
07/07/2026,14:34:24:128,38.903561,-77.007499,194,-75.71,,,,,,286904,-108.05,-9.71,-109.24,-10.43,-9.58,286884,20,-116.92,-25.85,-8.44,-118.02,-8.99,-8.41,0.4290042,,,,,,,,,,,,,,,,,,,,23,,,64;2,-116.92,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:35:46:533,38.903291,-77.007871,496,-72.91,,,,,,286887,-95.37,-0.27,-96.76,-0.92,8.59,286891,6,-97.41,-8.52,7.09,-101.3,-1.24,4.77,0,,5,0,2,131,0,No,227951874,260,310,1,20438,1,0,False,,,4,,24,,,165;1,-97.41,0,0,AA0C0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D93BC0000,,,,,,,,6,20 MHz,1,
07/07/2026,14:35:46:533,38.903291,-77.007871,193,-72.91,,,,,,286888,-95.38,-0.27,-102.27,-6.44,1.97,286872,48,-106.22,-17.33,-9.04,-108.45,-8.21,-7.5,0.2535403,,5,0,2,131,0,No,33510401,260,310,1,20438,1,0,False,,,4,,24,,,64;1,-106.22,0,0,AA0C0000,684C424C14FD61FF540182350C6020610B089860DAB05CFE4A30100E016C9DE0,,,,,,,,6,20 MHz,1,
07/07/2026,14:35:46:533,38.903291,-77.007871,194,-72.91,,,,,,286887,-105.78,-10.67,-107.15,-11.32,-10.6,286873,20,-113.85,-24.95,-9.18,-112.88,-10.52,-10.12,0.7633476,,,,,,,,,,,,,,,,,,,,24,,,64;2,-113.85,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:37:25:605,38.903454,-77.007606,496,-67.41,,,,,,286879,-91.85,-0.06,-91.99,-0.12,16.6,286879,4,-87.94,-6.83,21.09,-93.3,-0.06,18.3,0,,5,0,2,48,0,No,227951874,260,310,1,20438,1,0,False,,,4,,25,,,165;1,-87.94,0,0,A8C00000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D93E40000,,,,,,,,6,20 MHz,1,
07/07/2026,14:37:25:605,38.903454,-77.007606,194,-67.41,,,,,,286869,-103.45,-11.66,-103.45,-11.59,-11.32,286825,0,-117.71,-36.6,-19.61,0,0,0,0,,,,,,,,,,,,,,,,,,,,25,,,64;2,-117.71,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:38:40:810,38.904012,-77.006920,496,-58.3,,,,,,286871,-82.02,-0.01,-82,-0.01,24.1,286870,2,-79.65,-6.26,31.27,-83.29,0,27.76,0,,5,0,2,136,0,No,227951874,260,310,1,20438,1,0,False,,,4,,26,,,165;1,-79.65,0,0,AA200000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94000000,,,,,,,,6,20 MHz,1,
07/07/2026,14:38:40:810,38.904012,-77.006920,194,-58.3,,,,,,286870,-93.57,-11.55,-94.14,-12.15,-11.55,286849,0,-116.81,-40,-22.35,0,0,0,0,,,,,,,,,,,,,,,,,,,,26,,,64;2,-116.81,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:40:22:726,38.903798,-77.007121,496,-77.4,,,,,,286859,-106.3,-1.31,-107.13,-1.34,4.45,286858,12,-98.18,-6.37,19.31,-111.04,-0.87,6.51,0,,5,0,2,124,0,No,227951874,260,310,1,20438,1,0,False,,,4,,27,,,165;1,-98.18,0,0,A9F00000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94280000,,,,,,,,6,20 MHz,1,
07/07/2026,14:40:22:726,38.903798,-77.007121,194,-77.4,,,,,,286868,-113.77,-8.79,-114.77,-9,-8.28,286841,29,-128.78,-36.95,-16.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,27,,,64;2,-128.78,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:41:31:430,38.903754,-77.007179,496,-76.8,,,,,,286847,-105.99,-0.67,-107.43,-1.57,5.53,286850,13,-101.11,-6.86,13.59,-108.31,-0.85,6.59,0,,5,0,2,49,0,No,227951874,260,310,1,20438,1,0,False,,,4,,28,,,165;1,-101.11,0,0,A8C40000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94440000,,,,,,,,6,20 MHz,1,
07/07/2026,14:41:31:430,38.903754,-77.007179,194,-76.8,,,,,,286829,-115.21,-9.88,-115.4,-9.53,-9.22,286832,38,-120.92,-26.66,-8.46,-122.95,-9.69,-9.2,0.5937144,,,,,,,,,,,,,,,,,,,,28,,,64;2,-120.92,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:41:31:430,38.903754,-77.007179,193,-76.8,,,,,,304438,-119.9,-10.61,-128.76,-11.87,-10.4,304274,173,-132.6,-32.9,-20.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,28,,,64;1,-132.6,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:43:06:032,38.903711,-77.007237,496,-76.8,,,,,,286823,-108.67,-0.98,-108.38,-1.68,4.33,286841,4,-97.86,-6.58,15.71,-108.56,-0.63,8.04,0,,5,0,2,110,0,No,227951874,260,310,1,20438,1,0,False,,,4,,29,,,165;1,-97.86,0,0,A9B80000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94680000,,,,,,,,6,20 MHz,1,
07/07/2026,14:43:06:032,38.903711,-77.007237,194,-76.8,,,,,,286821,-116.75,-9.07,-117.52,-10.81,-9.49,286821,13,-121.4,-30.11,-10.32,-120.25,-6.77,-5.75,0.0547888,,,,,,,,,,,,,,,,,,,,29,,,64;2,-121.4,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:44:15:066,38.903667,-77.007294,496,-70,,,,,,286832,-98.57,-0.26,-98.57,-0.22,12.42,286831,5,-96.27,-6.33,18.98,-102.84,-0.22,12.68,0,,5,0,2,44,0,No,227951874,260,310,1,20438,1,0,False,,,4,,30,,,165;1,-96.27,0,0,A8B00000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94840000,,,,,,,,6,20 MHz,1,
07/07/2026,14:44:15:066,38.903667,-77.007294,194,-70,,,,,,286821,-109.87,-11.57,-110.4,-12.06,-11.51,286757,198,-121.92,-31.98,-10.42,-120.78,-10.4,-9.99,0.7419986,,,,,,,,,,,,,,,,,,,,30,,,64;2,-121.92,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:44:15:066,38.903667,-77.007294,193,-70,,,,,,304437,-114.07,-10.5,-126.53,-10.06,-10.07,304271,133,-127.64,-30.6,-17.31,0,0,0,0,,,,,,,,,,,,,,,,,,,,30,,,64;1,-127.64,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:45:54:970,38.903623,-77.007352,496,-75.7,,,,,,286828,-97.02,-0.11,-97.66,-0.32,12.89,286819,5,-96.76,-6.45,19.09,-99.29,-0.18,13.68,0,,5,0,2,238,0,No,227951874,260,310,1,20438,1,0,False,,,4,,31,,,165;1,-96.76,0,0,ABB80000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94A80000,,,,,,,,6,20 MHz,1,
07/07/2026,14:45:54:970,38.903623,-77.007352,194,-75.7,,,,,,286809,-108.48,-11.58,-108.99,-11.66,-11.3,286801,9,-121.24,-30.93,-10.92,-116.58,-10.35,-9.94,0.7333904,,,,,,,,,,,,,,,,,,,,31,,,64;2,-121.24,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:47:03:744,38.903579,-77.007409,496,-75.8,,,,,,286812,-97.68,-0.19,-97.82,-0.17,13.59,286810,9,-97.74,-6.71,18.02,-102.09,-0.2,13.21,0,,5,0,2,165,0,No,227951874,260,310,1,20438,1,0,False,,,4,,32,,,165;1,-97.74,0,0,AA940000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94C40000,,,,,,,,6,20 MHz,1,
07/07/2026,14:47:03:744,38.903579,-77.007409,194,-75.8,,,,,,286797,-109.26,-11.78,-109.74,-12.08,-11.64,286793,9,-122,-30.96,-12.69,-121.46,-15.86,-15.75,0.9994841,,,,,,,,,,,,,,,,,,,,32,,,64;2,-122,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:48:39:914,38.903536,-77.007467,496,-73.5,,,,,,286784,-102.32,-0.53,-102.18,-0.68,8.19,286799,4,-95.87,-6.36,20.63,-103.01,-0.24,12.44,0,,5,0,2,9,0,No,227951874,260,310,1,20438,1,0,False,,,4,,33,,,165;1,-95.87,0,0,A8240000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94EC0000,,,,,,,,6,20 MHz,1,
07/07/2026,14:48:39:914,38.903536,-77.007467,194,-73.5,,,,,,286779,-112.98,-11.19,-113.62,-12.12,-11.34,286781,120,-121.89,-32.38,-11.96,-119.52,-9.4,-8.87,0.5265374,,,,,,,,,,,,,,,,,,,,33,,,64;2,-121.89,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:48:39:914,38.903536,-77.007467,193,-73.5,,,,,,304308,-114.73,-10.64,-128.51,-11.27,-10.28,304436,0,-129.77,-27.99,-16,-142.95,-23.92,-23.9,1,,,,,,,,,,,,,,,,,,,,33,,,64;1,-129.77,0,0,,,,,,,,,,6,20 MHz,1,
07/07/2026,14:49:51:524,38.903492,-77.007525,496,-75.8,,,,,,286796,-103.45,-0.27,-103.31,-0.58,9.78,286790,5,-96.65,-6.37,19.9,-107.04,-0.46,9.49,0,,5,0,2,8,0,No,227951874,260,310,1,20438,1,0,False,,,4,,34,,,165;1,-96.65,0,0,A8200000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D95080000,,,,,,,,6,20 MHz,1,
07/07/2026,14:49:51:524,38.903492,-77.007525,194,-75.8,,,,,,286781,-114.82,-11.65,-113.78,-11.04,-10.98,286773,13,-121.62,-31.33,-10.43,-117.77,-8.01,-7.26,0.214641,,,,,,,,,,,,,,,,,,,,34,,,64;2,-121.62,0,0,,,,,,,,,,6,20 MHz,1,
