Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
07/07/2026,14:07:29:250,38.903883,-77.007012,12,13,502110,1,0,0,0,0,0,-76.4,-76.4,,,283,2510.550000,20,30,C,2,1,1,1,0,2350828,19.11,-99.97,-99.97,-10.81,22.02,-100.18,-100.18,-10.95,17.51,0,20.27,-101.03,-101.03,-11.04,16.62,-100.38,-100.38,-10.68,18.93,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:09:00:243,38.904355,-77.006319,13,14,520110,1,0,0,0,0,0,-57.4,-57.4,,,625,2600.550000,20,30,C,2,2,1,0,0,2324724,18.9,-81.12,-81.12,-10.81,27.6,-81.2,-81.2,-10.81,25.21,0,25.77,-81.79,-81.79,-10.81,24.21,-81.35,-81.35,-10.6,25.26,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:09:00:243,38.904355,-77.006319,13,14,520110,1,0,0,0,0,0,-57.4,-57.4,,,596,2600.550000,20,30,C,2,2,1,2,0,2385888,19.4,-116.44,-116.44,-12.41,4.46,-116.57,-116.57,-12.69,3.42,80,4.82,-116.07,-116.07,-12.07,5.96,-116.36,-116.36,-12.38,5.18,536624,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:09:00:243,38.904355,-77.006319,13,14,502110,1,0,0,0,0,0,-94.3,-94.3,,,283,2510.550000,20,30,C,2,1,1,1,0,2350752,19.11,-119.33,-119.33,-12.5,4.17,-118.87,-118.87,-11.93,7.65,80,6.59,-119.99,-119.99,-12.66,3.69,-119.37,-119.37,-12.19,5.58,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:10:27:134,38.904024,-77.006861,14,15,502110,1,0,0,0,0,0,-92.8,-92.8,,,283,2510.550000,20,30,C,2,1,1,1,0,2350720,19.11,-117.14,-117.14,-11.74,7.89,-117.86,-117.86,-12.09,5.23,0,7.41,-118.81,-118.81,-12.83,5.16,-117.87,-117.87,-12.02,6.71,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:10:27:134,38.904024,-77.006861,14,15,520110,1,0,0,0,0,0,-72.8,-72.8,,,625,2600.550000,20,30,C,2,1,1,0,0,2324732,18.9,-96.24,-96.24,-10.82,21.27,-96.45,-96.45,-10.83,19.9,0,21.14,-97.52,-97.52,-10.91,17.5,-98.02,-98.02,-11.83,21.14,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:10:27:134,38.904093,-77.006767,15,16,520110,1,0,0,0,0,0,-73.7,-73.7,,,625,2600.550000,20,30,C,1,1,1,0,0,2324732,18.9,-97.17,-97.17,-10.83,19.57,-97.35,-97.35,-10.84,19.51,0,20.14,-98.42,-98.42,-10.97,16.11,-98.94,-98.94,-11.87,20.14,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:10:27:134,38.904161,-77.006673,16,17,520110,1,0,0,0,0,0,-74.1,-74.1,,,625,2600.550000,20,30,C,1,1,1,0,0,2324732,18.9,-97.56,-97.56,-10.93,18.01,-97.83,-97.83,-10.93,17.81,0,18.81,-98.99,-98.99,-11.08,15.11,-98.07,-98.07,-10.59,17.51,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:10:27:134,38.904230,-77.006579,17,18,520110,1,0,0,0,0,0,-74.2,-74.2,,,625,2600.550000,20,30,C,1,1,1,0,0,2324732,18.9,-97.46,-97.46,-10.94,17.1,-97.7,-97.7,-10.97,16.41,0,17.65,-98.97,-98.97,-10.92,14.98,-97.98,-97.98,-10.47,16.8,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:12:00:742,38.904472,-77.006287,18,19,502110,1,0,0,0,0,0,-92.1,-92.1,,,283,2510.550000,20,30,C,2,1,1,1,0,2350672,19.11,-117.45,-117.45,-12.26,5.65,-117.76,-117.76,-12.34,5.46,96,6.46,-117.75,-117.75,-12.66,5.46,-117.65,-117.65,-12.49,6.12,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:12:00:742,38.904472,-77.006287,18,19,520110,1,0,0,0,0,0,-69.7,-69.7,,,625,2600.550000,20,30,C,2,1,1,0,0,2324648,18.9,-94.03,-94.03,-11.02,15.42,-94.17,-94.17,-11.05,14.78,0,16.09,-94.18,-94.18,-11.1,15.56,-94.13,-94.13,-11.06,15.92,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:13:31:909,38.904166,-77.006710,19,20,520110,1,0,0,0,0,0,-68.1,-68.1,,,625,2600.550000,20,30,C,2,2,1,0,0,2324632,18.9,-95.3,-95.3,-10.99,17.63,-95.47,-95.47,-11.08,14.51,16,16.79,-91.62,-91.62,-11.13,17.62,-93.79,-93.79,-12.32,17.21,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:13:31:909,38.904166,-77.006710,19,20,520110,1,0,0,0,0,0,-68.1,-68.1,,,596,2600.550000,20,30,C,2,2,1,2,0,2385772,19.4,-102.33,-102.33,-10.96,17.51,-102.63,-102.63,-11.1,13.16,64,15.85,-102.98,-102.98,-11.73,9.72,-102.63,-102.63,-11.31,13.02,176624,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:13:31:909,38.904166,-77.006710,19,20,502110,1,0,0,0,0,0,-77.3,-77.3,,,283,2510.550000,20,30,C,2,2,1,1,0,2350656,19.11,-104.5,-104.5,-10.97,18.35,-104.6,-104.6,-11.13,13.5,96,16.23,-100.79,-100.79,-11.07,16.71,-102.96,-102.96,-12.26,16.48,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:13:31:909,38.904166,-77.006710,19,20,502110,1,0,0,0,0,0,-77.3,-77.3,,,606,2510.550000,20,30,C,2,2,1,0,0,2324400,18.9,-111.61,-111.61,-11.42,10.95,-112.87,-112.87,-12.51,4.85,80,8.23,-114.37,-114.37,-13.11,3.26,-112.78,-112.78,-11.89,6.53,170624,,310;311,260;490,Stand Alone,90,2545.290000,5238272,5420441912,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:15:10:333,38.904948,-77.005678,20,21,520110,1,0,0,0,0,0,-68.8,-68.8,,,625,2600.550000,20,30,C,2,1,1,0,0,2324588,18.9,-93.14,-93.14,-10.81,22.1,-93.41,-93.41,-10.82,21.29,0,22.24,-92.83,-92.83,-10.79,23.4,-93.13,-93.13,-10.95,22.61,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:15:10:333,38.904948,-77.005678,20,21,502110,1,0,0,0,0,0,-85.7,-85.7,,,283,2510.550000,20,30,C,2,1,1,1,0,2350560,19.11,-110.72,-110.72,-11.33,10.66,-110.45,-110.45,-11.28,11.48,48,12.06,-110.06,-110.06,-11.23,12.21,-110.41,-110.41,-11.43,12.11,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:15:10:334,38.904797,-77.005887,21,22,520110,1,0,0,0,0,0,-68.8,-68.8,,,625,2600.550000,20,30,C,2,1,1,0,0,2324588,18.9,-93.15,-93.15,-10.82,21.89,-93.29,-93.29,-10.82,21.31,0,22.15,-92.83,-92.83,-10.86,22,-93.09,-93.09,-10.98,22.1,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:15:10:334,38.904797,-77.005887,21,22,502110,1,0,0,0,0,0,-85.8,-85.8,,,283,2510.550000,20,30,C,2,1,1,1,0,2350560,19.11,-110.24,-110.24,-11.11,13.75,-110.28,-110.28,-11.16,12.78,48,14.24,-110.39,-110.39,-11.39,12.13,-110.3,-110.3,-11.26,13.46,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:15:10:334,38.904646,-77.006096,22,23,520110,1,0,0,0,0,0,-69,-69,,,625,2600.550000,20,30,C,2,1,1,0,0,2324588,18.9,-93.43,-93.43,-10.81,21.83,-93.46,-93.46,-10.82,21.19,0,22.05,-93.01,-93.01,-10.82,23.5,-93.3,-93.3,-10.96,22.5,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:15:10:334,38.904646,-77.006096,22,23,502110,1,0,0,0,0,0,-85.7,-85.7,,,283,2510.550000,20,30,C,2,1,1,1,0,2350560,19.11,-109.96,-109.96,-11.13,13.61,-110.29,-110.29,-11.22,12.04,48,13.78,-110.19,-110.19,-11.15,12.53,-110.14,-110.14,-11.13,13.34,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:15:10:334,38.904494,-77.006304,23,24,520110,1,0,0,0,0,0,-69,-69,,,625,2600.550000,20,30,C,2,1,1,0,0,2324588,18.9,-93.6,-93.6,-10.83,20.4,-93.52,-93.52,-10.83,21.57,0,21.51,-93.11,-93.11,-10.91,21.23,-93.41,-93.41,-11.03,21.41,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:15:10:334,38.904494,-77.006304,23,24,502110,1,0,0,0,0,0,-85.7,-85.7,,,283,2510.550000,20,30,C,2,1,1,1,0,2350560,19.11,-110.2,-110.2,-11.19,12.34,-110.39,-110.39,-11.18,12.45,48,13.4,-110.14,-110.14,-11.2,11.93,-110.24,-110.24,-11.25,12.86,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:16:45:740,38.904343,-77.006513,24,25,502110,1,0,0,0,0,0,-78.6,-78.6,,,283,2510.550000,20,30,C,2,1,1,1,0,2350516,19.11,-103.16,-103.16,-10.98,16.53,-103.2,-103.2,-10.95,17.27,0,17.78,-103.03,-103.03,-11.2,14.48,-103.13,-103.13,-11.17,16.4,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:16:45:740,38.904343,-77.006513,24,25,520110,1,0,0,0,0,0,-67.4,-67.4,,,625,2600.550000,20,30,C,2,1,1,0,0,2324536,18.9,-93.46,-93.46,-10.83,19.9,-93.43,-93.43,-10.83,19.88,16,20.49,-90.77,-90.77,-10.79,22.29,-92.39,-92.39,-11.68,21.24,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:18:22:579,38.905081,-77.005540,25,26,520110,1,0,0,0,0,0,-60.6,-60.6,,,625,2600.550000,20,30,C,2,1,1,0,0,2324488,18.9,-84.34,-84.34,-10.81,24.84,-84.33,-84.33,-10.82,23.08,0,24.09,-84.91,-84.91,-10.72,22.81,-84.51,-84.51,-10.56,23.68,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:18:22:579,38.905081,-77.005540,25,26,502110,1,0,0,0,0,0,-73.5,-73.5,,,283,2510.550000,20,30,C,2,1,1,1,0,2350480,19.11,-98.11,-98.11,-10.81,23.31,-98.12,-98.12,-10.83,19.64,0,21.61,-97.58,-97.58,-10.89,19.1,-97.88,-97.88,-10.99,20.53,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:20:02:373,38.904725,-77.006109,26,27,502110,1,0,0,0,0,0,-65.1,-65.1,,,283,2510.550000,20,30,C,2,1,1,1,0,2350416,19.11,-88.93,-88.93,-10.8,29.38,-88.96,-88.96,-10.81,23.66,0,25.41,-89.49,-89.49,-10.81,23.02,-89.11,-89.11,-10.63,24.56,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:20:02:373,38.904725,-77.006109,26,27,520110,1,0,0,0,0,0,-55,-55,,,596,2600.550000,20,30,C,2,2,1,2,0,2385532,19.39,-79.99,-79.99,-12.09,5.42,-80.57,-80.57,-12.29,4.94,0,6.09,-81.38,-81.38,-12.89,4.89,-80.59,-80.59,-12.25,5.73,296624,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:20:02:373,38.904725,-77.006109,26,27,520110,1,0,0,0,0,0,-55,-55,,,625,2600.550000,20,30,C,2,2,1,0,0,2324436,18.9,-85.37,-85.37,-10.82,20.9,-85.28,-85.28,-10.81,21.9,0,21.93,-85.32,-85.32,-11,19.49,-85.28,-85.28,-10.89,21.04,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:21:48:237,38.904368,-77.006567,27,28,520110,1,0,0,0,0,0,-62.1,-62.1,,,596,2600.550000,20,30,C,2,2,1,2,0,2385476,19.39,-87,-87,-11.32,10.79,-87.03,-87.03,-11.33,10.86,0,11.83,-87.07,-87.07,-11.7,9.78,-87.03,-87.03,-11.55,11.06,536624,6E80160A098849813FB80050C5584B6826234904FEE0014315612D000C50010830C04B082802000003106044B30F9B82010000008400020834601440350A2201040000621E38112CDA41201E981AA8332004517BC11B84370C6E20DC51B8C37206E48DF64BE32A2C78409300330118080C020100001395EE43000000,310;311,260;490,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,0C16080010275FF600000000,12,16,08,00,10,39,5FF600000000,,
07/07/2026,14:21:48:237,38.904368,-77.006567,27,28,520110,1,0,0,0,0,0,-62.1,-62.1,,,625,2600.550000,20,30,C,2,2,1,0,0,2324388,18.9,-98.97,-98.97,-12,6.46,-98.35,-98.35,-11.84,7.6,0,8.03,-97.04,-97.04,-11.69,8.86,-98.06,-98.06,-12.28,8.35,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:21:48:237,38.904368,-77.006567,27,28,502110,1,0,0,0,0,0,-65.9,-65.9,,,283,2510.550000,20,30,C,2,1,1,1,0,2350352,19.11,-89.91,-89.91,-10.8,27.68,-90,-90,-10.9,18.9,0,22.01,-90.37,-90.37,-10.96,16.77,-89.99,-89.99,-10.69,20.29,,,,,Stand Alone,90,2545.290000,5238272,5420441911,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:21:48:255,38.904344,-77.006608,28,29,520110,1,0,0,0,0,0,-62.3,-62.3,,,596,2600.550000,20,30,C,1,2,1,2,0,2385476,19.39,-86.73,-86.73,-11.27,11.68,-87.21,-87.21,-11.36,10.87,0,12.28,-87.32,-87.32,-11.69,9.38,-87.07,-87.07,-11.43,11.18,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
07/07/2026,14:21:48:255,38.904344,-77.006608,28,29,520110,1,0,0,0,0,0,-62.3,-62.3,,,625,2600.550000,20,30,C,1,2,1,0,0,2324388,18.9,-98.99,-98.99,-12.01,6.3,-98.24,-98.24,-11.81,7.64,0,7.97,-96.96,-96.96,-11.86,10.43,-98,-98,-12.41,8.82,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
